source,interaction,target
SMAD3,1,JUN
SMAD4,1,JUN
TP53,-1,RB1
YY1,1,NR3C1
IRF1,1,IRF1
FOS,-1,FOS
ETS1,1,TIMP1
ETV4,1,TIMP1
NFIC,1,CREBBP
NFIC,1,NFIC
GATA4,1,GATA4
GATA4,1,GATA6
GATA6,1,GATA4
TP53,1,JUN
JUN,-1,TP53
TP53,1,TP53
PPARG,1,SERPINE2
FOS,1,TP53
TP53,-1,FOS
SP1,1,FOS
YY1,-1,FOS
SP1,1,EGR1
EGR1,1,SP1
NR2F1,1,EGR1
JDP2,-1,LGALS1
USF1,1,USF1
CEBPB,1,DDIT3
DDIT3,1,CEBPB
ATF4,1,DDIT3
DDIT3,1,ATF4
ATF3,1,ATF4
ATF4,1,ATF3
ATF3,1,DDIT3
MAZ,-1,MAZ
RUNX1,1,FOS
HHEX,1,HHEX
TBP,1,RB1
IRF2,1,IRF2
FOS,1,TGFB1
TP73,1,TP53
TP53,1,TP73
E2F4,-1,E2F1
SP1,1,TGFB1
TBP,1,CREBBP
MSX1,-1,MSX1
RUNX2,1,RUNX2
ID1,-1,FOS
IRF1,1,IRF2
IRF2,1,IRF1
TP53,1,LITAF
LITAF,1,TP53
TP53,1,BTG2
JUN,1,ATF2
ATF2,1,JUN
HSF1,1,ICAM1
SP1,1,SP1
MEF2A,1,JUN
JUN,1,THBS1
WT1,1,THBS1
JUND,1,JUND
MAX,1,TP53
MYC,1,TP53
TP53,-1,MYC
TP53,1,NFKB1
NFKB1,1,TP53
TP53,1,RELA
RELA,1,TP53
SP1,1,SP3
SP3,1,SP1
JUN,1,JUN
SP1,-1,CEBPA
CEBPB,1,SP1
SP1,1,CEBPD
CEBPD,1,SP1
STAT6,1,CREBBP
MYC,1,BRCA1
BRCA1,1,MYC
MAZ,-1,MYC
ZNF91,-1,MYC
ATF1,1,EGR1
CREB1,1,EGR1
ID2,-1,ID3
ID3,-1,ID2
CREB1,1,MYB
EGR1,-1,EGR1
MAX,1,STAT5A
WT1,-1,WT1
SREBF1,1,PPARG
PPARG,1,SREBF1
HIF1A,1,VEGFA
SP1,1,FN1
FOS,1,FN1
JUN,1,FN1
MYC,-1,FN1
TP53,1,CREBBP
CREBBP,1,TP53
TP73,1,CREBBP
CEBPB,1,HSP90AA1
STAT3,1,HSP90AA1
STAT1,-1,HSP90AA1
HSF1,1,HSP90AA1
SP1,1,E2F1
MYC,-1,MYC
STAT5A,1,STAT5A
CREB1,-1,JUN
SP1,1,HMGA2
SP3,1,HMGA2
ATF2,1,EP300
RB1,-1,E2F1
E2F1,1,RB1
STAT3,1,JUNB
TP53,1,YY1
YY1,1,TP53
MYC,1,MAX
MAX,-1,MYC
ETS1,1,DDIT3
TP53,-1,ETS1
ETS1,1,TP53
ETS2,1,TP53
STAT5A,1,FOS
MEF2C,1,JUN
STAT6,1,IRF1
STAT6,1,STAT6
IRF1,1,STAT1
STAT1,1,IRF1
NR4A1,1,MEF2A
MEF2A,1,NR4A1
EPAS1,1,VEGFA
FOS,1,CEBPB
CEBPB,1,FOS
CEBPG,1,FOS
CEBPB,1,CEBPB
MYB,1,CEBPB
CEBPB,1,CEBPA
CEBPA,1,CEBPB
NFKB1,1,ICAM1
RELA,1,ICAM1
IRF1,1,LGALS3
IRF2,1,LGALS3
SMAD7,-1,SMAD3
SMAD3,1,SMAD7
SMAD4,1,SMAD7
SMAD7,-1,SMAD7
JUN,1,FGF2
AHR,1,AHR
JUND,1,NR4A1
IRF1,1,CREBBP
CREBBP,1,IRF1
EGR1,1,TP73
TP73,-1,SP1
SP1,1,TP73
TFAP2A,1,TP73
TP73,1,TP73
CTCF,1,APP
DNMT1,1,VEGFA
HR,1,VEGFA
WT1,1,TGFB1
CEBPB,1,TFAP2A
CEBPG,1,TFAP2A
TFAP2A,1,TFAP2A
TFAP2A,-1,CEBPA
NCOA1,1,CREBBP
RUNX1,1,ETV6
TP53,-1,BRCA1
NCOR2,-1,CREBBP
TP53,1,TGFB1
CTCF,-1,MYC
STAT5B,1,CREBBP
STAT5B,1,STAT5B
NRF1,1,E2F1
SMAD4,1,MSX2
AHR,1,RB1
MYB,1,CREBBP
ELF3,1,TGFB1
RELA,1,FN1
NFKB1,1,FN1
CEBPD,1,PPARG
ID1,-1,ID1
STAT3,1,STAT3
STAT1,1,VIM
STAT5A,1,TFAP2A
ETS1,1,NR1H2
YBX3,-1,APP
FOS,1,CALM1
ARNT,1,VEGFA
ZNF91,1,TFAP2A
NFKBIE,1,ICAM1
REL,1,ICAM1
SMAD3,1,TGFB1
YY1,-1,MYC
RUNX1,1,RUNX1
RELA,1,RELA
SP1,1,RELA
RELA,1,SP1
IRF1,-1,MYB
TP53,1,FADD
STAT3,1,VEGFA
LEF1,1,MITF
MITF,1,MITF
SP1,1,PKM
SP3,1,PKM
ATF3,-1,ATF3
SMAD7,1,TGFB1
E2F1,1,E2F1
SP1,1,LGALS1
JUN,1,COPS5
GATA4,1,HHEX
MITF,1,TBX2
TBX2,1,MITF
TBX2,1,TBX2
GABPA,1,BRCA1
SP1,1,VIM
ZNF148,-1,VIM
ATF4,1,CREBBP
JUND,1,CEBPZ
EGR1,1,FN1
EGR1,1,TGFB1
RUNX2,1,CEBPD
CEBPD,-1,CEBPD
MYB,1,MYB
SP1,1,VEGFA
SP3,1,VEGFA
AHR,1,CREBBP
CEBPB,1,CREBBP
MEF2A,1,CALM1
STAT1,1,ICAM1
STAT3,1,ICAM1
NFKB1,1,STAT5A
RELA,1,STAT5A
SMAD4,1,TGFB1
SP1,1,SMAD7
SP1,1,VDR
VDR,1,SP1
RELA,1,HLA-A
ETS2,1,FGF2
PPARG,1,CEBPA
CEBPA,1,PPARG
CEBPB,1,PPARG
CEBPG,1,PPARG
EGR1,1,KLF5
KLF5,1,EGR1
TBP,1,TBP
STAT3,1,CEBPD
MYC,-1,THBS1
MAX,1,THBS1
NR1H3,1,MYC
TP53,-1,VEGFA
YBX3,-1,YBX3
SREBF1,1,SREBF1
TP73,-1,VEGFA
TFAP2A,1,VDR
MEF2A,1,MEF2A
NR3C1,-1,RELA
RELA,-1,NR3C1
CEBPG,1,NFKB1
KDM5A,1,HMGB1
SP1,1,CALM1
TFE3,1,SMAD7
NR3C1,1,MYC
JUN,1,ATF3
ATF3,1,JUN
ATF2,1,ATF3
ATF2,1,DDIT3
DDIT3,-1,ATF2
KAT7,1,CREBBP
TP53,-1,HIF1A
HIF1A,1,TP53
TP53,1,TFAP2A
TFAP2A,1,TP53
TFAP2A,1,VEGFA
USF1,1,SERPINE2
HSF1,1,FOS
TP53,1,E2F4
NR3C1,1,NR3C1
TTF1,1,TTF1
NFIC,1,TTF1
CREM,1,CALM1
WT1,1,VDR
VDR,1,VDR
SP3,1,CEBPA
TFAP2A,1,ICAM1
NFKB1,1,NFKB1
PAX6,1,PAX6
USF1,1,USF2
USF2,1,USF1
NR2F1,1,CALR
CEBPB,1,STAT3
STAT3,1,CEBPB
STAT3,1,TGFB1
AHR,1,MYC
RELA,1,MYC
NFKB2,1,NFKB2
TP53,-1,SP1
SP1,1,TP53
USF2,1,CREBBP
TP53,1,HRAS
YY1,1,HLA-A
HR,1,TP53
TP53,1,HR
JUN,1,VEGFA
SP1,1,PARK7
ARNT,1,AHR
AHR,1,ARNT
ARNT,1,ARNT
HR,1,RB1
CEBPA,1,CEBPA
RUNX1,1,CEBPA
NR1H2,1,SREBF1
NR1H3,1,SREBF1
TP53,-1,JDP2
JDP2,-1,TP53
DNMT1,1,DNMT1
TP53,1,HBEGF
TP53,-1,DNMT1
DNMT1,1,TP53
TP73,1,GSTP1
USF2,1,USF2
TFE3,1,TFE3
TP53,1,LGALS1
TBP,1,TAF1
TAF1,1,TBP
ZNF148,1,ZNF148
NR3C1,-1,JUN
JUN,-1,NR3C1
SMAD3,-1,RUNX2
JUND,1,TIMP1
MYC,-1,CEBPA
CEBPA,-1,MYC
NRF1,1,NRF1
SP1,1,TIMP1
NR2F2,1,NR2F2
FOS,1,VEGFA
HIF1A,-1,HIF1A
NFKB1,-1,DDIT3
NFKB1,1,RELA
RELA,1,NFKB1
RELA,-1,DDIT3
NKX3-1,1,TBPL1
TP53,-1,NKX3-1
NKX3-1,1,TP53
TP53,1,TBPL1
TBPL1,1,TP53
HR,1,NOTCH1
GATA4,1,NR2F2
PPARA,-1,ICAM1
STAT1,1,STAT1
KAT7,1,RELA
DNMT1,-1,RB1
NFATC1,1,NFATC1
ZEB1,1,VDR
NKX3-1,1,AHR
SMAD2,1,TGFB1
SP1,1,MYC
KLF2,-1,MYC
SP1,1,GSTP1
CEBPB,1,GSTP1
TBP,1,LGALS1
TP53,1,HIPK2
HIPK2,-1,TP53
HHEX,1,FGF2
STAT1,-1,PPARG
FOS,1,FGF2
E2F1,-1,SERPINE2
CEBPB,1,CEBPD
CEBPD,1,CEBPB
SP1,1,HRAS
ELK3,1,JUN
ELK3,-1,EGR1
RUNX1,1,CREBBP
ID2,-1,ID2
SP1,1,PAX6
RARA,1,RB1
MECOM,1,MECOM
NR1H3,1,NR1H3
SOX9,1,SOX9
TP53,1,SIRT1
SIRT1,-1,TP53
FOS,1,APP
JUN,1,APP
STAT3,1,FOS
E2F4,-1,MYC
SMAD3,-1,MYC
ZBTB7B,-1,FN1
FOS,1,JUNB
JUNB,1,FOS
CREB1,1,BRCA1
ATF1,1,CREBBP
STAT5B,1,JUN
SMARCA1,1,SMARCA1
FOS,1,JUN
JUN,1,FOS
JUN,1,MITF
HBP1,-1,TP73
EPAS1,1,EPAS1
AHR,-1,BRCA1
ETS1,1,NR2F1
NFATC2,1,NFATC1
SP1,1,ICAM1
CEBPB,1,HSF1
HSF1,1,HSF1
SMAD3,1,LAMC1
TFE3,1,LAMC1
TWIST2,-1,TWIST2
MEF2A,1,TWIST2
SP1,1,BSG
SP3,1,BSG
TFAP2A,1,RB1
RARA,1,RARA
YY1,1,MSX2
CREB1,1,CREB1
SP1,1,CREB1
NR1H2,1,NR1H3
NR1H3,1,NR1H2
BHLHE40,-1,PPARG
HIF1A,1,PPARG
CREB1,1,NR4A2
NFKB1,1,NR4A2
RELA,1,NR4A2
NR4A2,1,NR4A2
FOSL1,1,FN1
HR,1,TIMP1
NFE2L2,1,NFE2L2
PPARA,1,DDIT3
JUN,1,EGR1
ATF4,1,ATF4
MBD2,-1,GSTP1
PPARG,-1,MYC
PPARA,1,VEGFA
CREM,1,CREBBP
CREB1,1,CREM
CREM,-1,CREB1
TP73,1,E2F1
E2F1,1,TP73
PPARG,1,VEGFA
EGR1,-1,PPARG
PPARG,1,EGR1
NFE2L2,1,GSTP1
KLF4,1,LAMC1
SP1,1,LAMC1
CEBPB,1,SREBF1
SREBF1,1,CEBPB
JDP2,-1,JUN
CEBPA,1,NR1H3
CEBPB,1,NR1H3
E2F3,1,E2F1
E2F1,1,E2F3
CEBPG,1,DDIT3
JUN,1,DDIT3
SP1,1,DNMT1
SP3,1,DNMT1
MAX,1,YBX1
MYC,1,YBX1
TP73,1,YBX1
KLF4,-1,ID3
KLF4,1,KLF4
KLF5,-1,KLF4
SMAD4,1,APP
JDP2,-1,CREBBP
E2F1,1,PPARG
E2F4,-1,PPARG
ATF2,1,NR4A2
CLOCK,1,TTF1
TP53,1,APP
CREB1,1,FOS
TP53,1,ATF3
ATF3,-1,TP53
SNAI1,1,ZEB1
SP1,1,CREBBP
TFAP2A,1,CREBBP
TFAP2A,1,SP1
SP1,1,TFAP2A
NR1H2,1,TP53
NKX3-1,-1,FOS
KLF10,-1,SMAD7
KLF4,-1,GSTP1
KLF5,-1,GSTP1
CREM,1,VDR
SP3,1,CREBBP
SMAD3,1,FN1
SMAD7,-1,FN1
CREB1,1,GSTP1
ATF2,1,CEBPB
JUN,1,CEBPB
THRA,1,THRA
TP53,1,MIF
KLF10,1,SMAD2
KLF10,1,SMAD3
KLF10,1,SMAD4
SMAD1,1,ID1
SMAD4,1,ID1
HIF1A,1,BHLHE41
CREM,1,CREM
BHLHE40,-1,CLOCK
CLOCK,1,BHLHE40
CLOCK,1,BHLHE41
BHLHE41,-1,CLOCK
STAT1,1,CREBBP
ATF1,1,JUN
KLF2,-1,PPARG
TP73,1,APP
STAT1,1,KLF4
WT1,1,RB1
MITF,1,SNAI2
TGFB1I1,1,FOS
CEBPA,-1,JUN
MYC,1,ID2
ID2,-1,MYC
CEBPG,1,LRPAP1
CEBPA,1,LRPAP1
HIF1A,1,EPAS1
EPAS1,1,HIF1A
ID1,-1,THBS1
SP3,1,SP3
THRA,1,E2F1
SMAD3,1,PPARG
FOS,1,TIMP1
JUN,1,TIMP1
HSF2,1,HSF2
USF1,1,HSF2
ATF1,1,ATF1
STAT5A,1,VIM
CEBPZ,1,TP73
HIF1A,1,CREBBP
DNMT1,1,GSTP1
USF1,1,TP53
RELA,1,CALM1
ETS2,1,ETS2
KLF5,1,KLF5
FOS,1,MYC
MYC,1,FOS
EGR1,1,TIMP1
PPARA,-1,TGFB1
ID1,-1,STAT5A
STAT5A,1,ID1
STAT5B,-1,PPARG
GATA3,1,GATA3
TP53,1,THBS1
USF2,1,NR2F2
USF2,1,PITX2
TTF1,1,LGALS3
SMAD4,1,THBS1
SMAD4,-1,VEGFA
BHLHE40,-1,BHLHE41
BHLHE41,-1,BHLHE40
SNAI1,-1,VIM
ETS2,-1,BRCA1
GATA2,1,YBX1
TTF1,1,HHEX
ETS2,1,CREBBP
ATF2,1,ATF2
CREB1,1,RB1
THRA,1,RB1
TP53,1,KLF6
KLF6,1,TP53
TP53,-1,E2F1
E2F1,1,TP53
SP1,1,WT1
WT1,1,SP1
SP1,1,MAZ
MAZ,-1,SP1
SP1,1,ETS1
ETS1,1,SP1
PPARA,-1,SREBF1
IRF1,1,SP1
RELA,-1,PPARG
TP53,-1,SREBF1
CEBPG,1,CEBPD
IRF2,1,CREBBP
HIF1A,1,WT1
RELA,1,ELF3
NFKB1,1,ELF3
TP53,1,EGR1
EGR1,1,TP53
MITF,-1,PAX6
PAX6,1,MITF
ZNF281,-1,VIM
SP1,1,ZNF148
TAF1,1,MYB
NFKB1,1,MYC
JUN,1,LGALS3
E2F4,-1,TP73
TFAP4,1,TGFB1
TP53,1,HMGB1
TP53,1,NFKB2
NFKB2,1,TP53
CUX1,-1,STAT5A
MAX,1,ID2
TP53,-1,YBX1
YBX1,-1,TP53
RUNX1,1,GATA3
TFAP2A,1,ETS1
ETS1,1,TFAP2A
NR3C1,1,FGF2
MYC,1,JUN
JUN,1,MYC
ETS2,1,APP
JDP2,-1,ATF2
E2F6,-1,BRCA1
BRCA1,-1,E2F6
YBX1,1,YBX1
PPARG,1,BRCA1
NR4A1,1,E2F1
ATF6,1,XBP1
BHLHE40,-1,BHLHE40
ELK3,1,VEGFA
FOS,-1,NR3C1
NR3C1,-1,FOS
SP1,1,RARG
TCF3,1,TCF3
JUN,1,FOSL1
JUND,1,FOSL1
JUNB,-1,JUN
TFAP4,1,APP
TBP,1,MYC
SP1,1,USF2
JUND,1,MYC
SP1,1,ARNT
ARNT,1,SP1
STAT5A,1,STAT5B
STAT5B,1,STAT5A
LEF1,1,MSX2
SMAD1,1,MSX2
CEBPG,1,ICAM1
CEBPB,1,RARA
CREB1,1,CEBPB
ATF1,1,CEBPB
ATF1,1,CREB1
RELA,1,TGFB1
ZNF148,1,STAT1
PPARG,1,IRF1
CEBPG,1,APP
HDGF,1,VEGFA
NFKB1,1,EP300
EP300,1,NFKB1
STAT1,1,LGALS3
KLF2,1,KLF2
NR3C1,1,NR1H3
NR1H3,1,NR3C1
NR1H3,1,VEGFA
NR1H2,1,VEGFA
SP1,1,APP
PPARG,1,NR1H3
NR1H3,1,PPARG
HOXA7,1,FN1
CTNNB1,1,E2F1
E2F1,-1,CTNNB1
SMAD3,1,CTNNB1
STAT3,1,VIM
MYC,1,HSP90AA1
USF1,1,BHLHE40
HIF1A,1,HSP90AA1
AHR,-1,TGFB1
HIF1A,1,NR4A1
CEBPB,1,NRG1
MITF,1,FOS
NCOR2,-1,LITAF
NCOR2,-1,NCOR2
NCOR2,-1,NR2F2
NR2F2,1,LITAF
TFAP2A,1,SP3
SP3,1,TFAP2A
ATF4,1,VEGFA
NRF1,1,CD47
NFE2L2,1,MAFK
NR1H2,1,NR1H2
CREB1,1,ICAM1
USF1,1,TGFB1
USF2,1,TGFB1
CTNNB1,1,PPARG
PPARG,-1,CTNNB1
MAFK,-1,GSTP1
SP1,1,NR3C1
NR3C1,-1,TP53
TP53,-1,NR3C1
NCOA1,1,EP300
STAT3,1,STAT5A
STAT5A,1,STAT3
ETV4,1,WT1
NCOR2,-1,PPARD
RELA,1,GSTP1
MYC,-1,DDIT3
MYB,1,NR3C1
CEBPG,1,RTN4
HIF1A,1,TIMP1
NFKB1,-1,TGFB1
RUNX1,1,TIMP1
RUNX2,1,TIMP1
RUNX1,1,JUND
STAT1,1,RB1
STAT5B,1,RB1
FOS,1,NFATC1
PAX6,1,CTCF
CTCF,-1,PAX6
RUNX2,1,VEGFA
CEBPB,1,CEBPG
TCF3,1,SP3
SP3,1,TCF3
PPARA,1,PPARA
SMARCA1,1,PPARG
BHLHE41,-1,BHLHE41
RELA,1,SIRT1
EGR1,1,ICAM1
FOS,1,RELA
RELA,1,FOS
NCOA1,1,NR4A1
SP1,1,FGF2
SMAD2,1,SMAD7
USF2,1,THBS1
USF1,1,THBS1
NFATC2,1,FGF2
SMAD2,1,VEGFA
STAT1,1,JUN
STAT2,1,JUN
TP53,-1,EZH2
EZH2,-1,TP53
EZH2,-1,EZH2
E2F3,1,TP73
EGR1,1,NR3C1
EGR1,1,CREBBP
TP53,1,CALM2
STAT3,1,ETV6
ETV6,-1,STAT3
TP53,-1,FN1
CREB1,1,ATF4
ATF4,-1,CREB1
ATF4,1,USF1
USF1,1,ATF4
STAT3,-1,SREBF1
SMAD2,1,APP
SMAD3,1,APP
EGR1,1,FGF2
HIF1A,1,ID2
SP1,1,BRCA1
CTCF,1,BRCA1
NRF1,1,E2F6
XBP1,1,HSP90B1
JUN,1,MYB
JUND,1,MYB
TP53,1,HSP90AA1
MYC,1,WT1
WT1,-1,MYC
ATF4,1,ATF6
NRG1,1,NRG1
FOS,1,CREM
CREM,-1,FOS
YY1,1,SNAI2
TP53,1,MFGE8
MYC,1,REL
REL,1,MYC
SP1,1,DNMT3A
SP3,1,DNMT3A
YY1,-1,THBS1
MSX2,-1,RUNX2
SP1,1,SREBF1
MEF2A,1,PITX2
PITX2,1,PITX2
SMAD3,-1,PPARD
TFAP2A,1,PITX2
SP1,1,NRF1
SP1,1,GATA3
GATA3,1,SP1
GATA3,1,ZEB1
ZEB1,-1,GATA3
USF1,1,LITAF
TP53,1,IRF1
IRF1,1,TP53
FOS,1,FOSL1
SMAD4,1,FN1
MBD2,-1,RB1
ETS1,1,NR2F2
PAX6,1,RB1
FOS,1,SMAD7
JUN,1,SMAD7
FOXO3,1,SIRT1
SIRT1,-1,FOXO3
HIF1A,1,TGFB1
RARA,-1,VEGFA
EGR1,-1,RELA
RELA,-1,EGR1
HIF1A,1,HSP90B1
RELA,1,NFKBIE
ATF2,1,EGR1
STAT3,-1,RB1
ELK3,-1,FOS
SP1,1,TIMP2
CUX1,-1,STAT6
NR4A1,1,RB1
SMAD1,1,VEGFA
CEBPB,1,LRPAP1
CEBPG,1,CREBBP
LEF1,1,LEF1
PITX2,1,LEF1
LEF1,1,PITX2
DNMT1,1,RUNX1
EGR1,1,VEGFA
NFATC2,1,NFATC2
EGR1,1,APP
KAT7,1,WT1
MYB,1,WT1
WT1,-1,MYB
RELA,1,NFKB2
SP1,1,HBEGF
TBP,1,FOS
TBPL1,-1,FOS
MBD2,-1,MBD2
MYC,-1,HIF1A
HIF1A,-1,MYC
SP1,1,HIF1A
HIF1A,-1,SP1
AHR,1,NFE2L2
NFE2L2,1,AHR
HIF1A,1,JUN
CEBPB,1,ID2
SP3,1,NFIC
SP1,1,RARA
GATA4,1,MEF2C
MECOM,-1,SMAD7
HR,1,ICAM1
NCOR2,-1,NFE2L2
TAF1,1,FOS
TGFB1I1,1,VIM
NKX3-1,1,NKX3-1
MECOM,1,GATA2
RB1,1,SP1
SP1,1,RB1
MYB,1,MYC
PPARG,-1,FN1
CREB1,1,FN1
SP1,1,MYB
MYB,1,SP1
STAT1,1,CEBPD
VHL,-1,HIF1A
HIF1A,1,VHL
SKIL,-1,MYC
TP53,1,COL18A1
YY1,1,RB1
TP53,1,CREB1
CREB1,1,TP53
MITF,1,HIF1A
RELA,1,KLF2
MYC,1,STAT3
STAT3,1,MYC
ETS1,1,STAT1
STAT3,1,HIF1A
HIF1A,1,STAT3
HIF1A,1,SOX9
MYB,1,SP3
USF1,1,SP3
CEBPB,1,ATF4
ATF4,1,CEBPB
MBD2,-1,BRCA1
CEBPB,1,KLF5
KLF5,1,PPARG
SP1,1,KLF6
EGR1,1,ATF3
ATF3,1,EGR1
FOXO3,1,FOXO1
FOXO1,1,FOXO3
KLF5,1,RARA
KLF5,1,VEGFA
TP53,-1,STAT3
STAT3,-1,TP53
RXRA,1,SREBF1
FOS,1,PIN1
ETS1,1,ETS1
LEF1,1,SNAI2
SMAD1,1,SNAI2
NR3C1,1,NCOA1
NCOA1,1,NR3C1
NCOR2,-1,APP
JUN,1,BRCA1
FOS,1,BRCA1
BRCA1,1,FOS
YBX1,1,YBX3
KLF4,1,TP53
TP53,1,KLF4
SP1,1,FOSL1
ETS1,1,GATA2
NR3C1,1,FN1
JUN,1,TGFB1
KAT7,1,APP
ID3,-1,ID3
ID3,-1,THBS1
SP1,1,EPAS1
SP3,1,EPAS1
HIF1A,1,FGF2
CEBPA,-1,GSTP1
SP1,-1,AHR
RARA,1,CREBBP
CREBBP,1,RARA
KLF6,1,GSTP1
SKIL,-1,SMAD7
E2F3,1,RB1
RB1,-1,E2F3
TP53,1,VDR
SREBF1,-1,VEGFA
JUN,1,HSP90AA1
NFKB1,1,CREBBP
NFKB1,1,HSP90AA1
RELA,1,HSP90AA1
FOXO1,-1,SREBF1
STAT1,1,FGF2
RARA,1,RARG
RARG,1,RARA
CLOCK,1,CLOCK
MYC,1,CLOCK
SNAI1,-1,SNAI2
SNAI2,1,SNAI2
SNAI2,-1,SOX9
SOX9,1,SNAI2
ELF1,1,ELF1
ELF1,1,NFKB1
NKX3-1,1,TFAP2A
MBD2,-1,CEBPA
USF1,1,CEBPA
TBP,1,TFAP4
TFAP4,1,TFAP4
BRCA1,1,HIF1A
HIF1A,1,BRCA1
TP53,1,ID1
ID1,-1,TP53
TP53,1,ID2
ID2,-1,TP53
WT1,1,VEGFA
RUNX2,1,LEF1
LEF1,1,RUNX2
SMAD1,1,PPARG
THRA,1,CTNNB1
CEBPB,-1,MYC
KLF6,-1,TGFB1
PPARG,-1,TGFB1
NCOR2,-1,RARA
SNAI1,-1,SNAI1
MYB,1,VEGFA
FOXO1,-1,PPARG
CEBPB,1,RB1
CEBPB,1,TGFB1
E2F4,-1,RB1
GABPA,1,RB1
E2F1,1,PURA
XBP1,1,DDIT3
ATF1,1,MITF
USF1,1,HOXB7
TCF12,1,PAX6
TCF12,1,TCF12
USF2,1,RUNX2
RARA,1,THRA
THRA,1,RARA
HIF1A,1,NAMPT
JUN,1,VIM
E2F1,-1,VEGFA
HR,1,TGFB1
TGFB1I1,1,TGFB1I1
RELA,1,ZEB1
HOXB7,1,FGF2
BHLHE40,-1,STAT1
PPARG,1,TP53
CEBPB,1,ICAM1
MYB,1,ETS2
ETS2,1,MYB
E2F1,-1,YY1
STAT3,1,TIMP1
SP1,1,CD55
SP1,1,TCF3
TCF3,1,SP1
AHR,1,SNAI2
LITAF,1,LITAF
ARNT,1,HIF1A
HIF1A,1,ARNT
RUNX1,1,RUNX3
RUNX3,-1,RUNX1
HBP1,-1,RB1
RB1,1,HBP1
MTA1,1,VEGFA
CEBPB,1,ATF3
RUNX1,1,GATA2
E2F4,-1,BRCA1
ATF2,1,TIMP1
RELA,-1,TIMP1
USF2,1,GATA4
SP1,1,DDIT3
VDR,1,NR1H3
NR1H3,1,VDR
AHR,1,TP53
ATF1,1,FOSL1
CREB1,1,FOSL1
MAX,1,CEBPA
CREB1,1,MITF
MEF2A,1,MEF2C
MEF2C,1,MEF2A
RUNX2,1,NFATC2
E2F1,1,BRCA1
MEF2A,1,ATF3
XBP1,1,XBP1
JUN,1,VDR
CTCF,1,CTCF
